iter	Logloss
140	0.3009262508
141	0.3009016525
142	0.3008816428
143	0.3008693178
144	0.3008366914
145	0.3008242845
146	0.3008086025
147	0.3007896766
148	0.3007668156
149	0.3007606971
150	0.3007464648
151	0.3007273378
152	0.300699479
153	0.3006839247
154	0.3006685889
155	0.300642004
156	0.3006201104
157	0.3006060612
158	0.3005887428
159	0.3005748733
160	0.3005607381
161	0.3005607295
162	0.3005484586
163	0.300528132
164	0.3004936216
165	0.3004689174
166	0.3004552054
167	0.3004428056
168	0.3004421604
169	0.3004322427
170	0.3003976366
171	0.3003748636
172	0.3003447823
173	0.3003283355
174	0.3003040489
175	0.3003014256
176	0.3002853418
177	0.3002762241
178	0.3002576793
179	0.3002364585
180	0.3002017752
181	0.3001837644
182	0.3001558772
183	0.3001307981
184	0.3001027249
185	0.3000867283
186	0.3000505914
187	0.3000338687
188	0.3000246191
189	0.2999973851
190	0.2999860843
191	0.2999799528
192	0.2999621452
193	0.299947324
194	0.2999180652
195	0.2998991616
196	0.299895793
197	0.2998957915
198	0.2998876684
199	0.299887663
200	0.2998656925
201	0.2998656912
202	0.2998439824
203	0.299838845
204	0.2998103927
205	0.2997879505
206	0.2997651804
207	0.2997346428
208	0.2997207699
209	0.2996936278
210	0.2996906425
211	0.2996799433
212	0.2996608847
213	0.299638188
214	0.2996224295
215	0.299610428
216	0.2995975064
217	0.2995850284
218	0.2995850211
219	0.2995644489
220	0.2995644104
221	0.2995644036
222	0.2995643969
223	0.2995643924
224	0.2995625061
225	0.2995379322
226	0.2995073195
227	0.2994832431
228	0.2994832419
229	0.2994582456
230	0.2994449302
231	0.2994281421
232	0.2994053387
233	0.2993939886
234	0.2993726231
235	0.2993726186
236	0.2993564732
237	0.299346255
238	0.2993263794
239	0.2993031678
240	0.2992851656
241	0.2992696463
242	0.2992506255
243	0.2992295901
244	0.2992087776
245	0.2991885421
246	0.2991774503
247	0.2991591713
248	0.2991591328
249	0.2991382465
250	0.2991263734
251	0.2991260171
252	0.2991091132
253	0.2991091122
254	0.2990955689
255	0.2990785178
256	0.2990785167
257	0.2990579143
258	0.2990510715
259	0.2990292817
260	0.299016843
261	0.2989960212
262	0.2989762225
263	0.2989572044
264	0.2989461445
265	0.298930167
266	0.2989301615
267	0.2989112155
268	0.2989011705
269	0.2988913556
270	0.2988724544
271	0.2988569888
272	0.2988460838
273	0.2988284993
274	0.2988197248
275	0.298805173
276	0.2988051693
277	0.2987905547
278	0.2987833033
279	0.2987674982
280	0.2987498275
281	0.2987489106
282	0.2987362077
283	0.2987362075
284	0.2987357601
285	0.2987204462
286	0.2987055591
287	0.2986912473
288	0.2986719436
289	0.2986715869
290	0.2986602615
291	0.2986540028
292	0.2986351196
293	0.2986351157
294	0.2986178976
295	0.2986032919
296	0.2985871875
297	0.2985690297
298	0.2985559839
299	0.298555983
300	0.2985362239
301	0.2985303965
302	0.29851572
303	0.2985054562
304	0.2984893746
305	0.2984791731
306	0.298471555
307	0.2984715502
308	0.2984574789
309	0.2984414074
310	0.2984331376
311	0.2984331368
312	0.2984262134
313	0.2984123924
314	0.298403811
315	0.2983907775
316	0.2983738779
317	0.2983623374
318	0.2983458389
319	0.2983448986
320	0.2983344878
321	0.298322417
322	0.2983094173
323	0.2982977225
324	0.2982868862
325	0.298282415
326	0.2982677488
327	0.2982621713
328	0.2982570407
329	0.2982463293
330	0.2982463212
331	0.2982286364
332	0.2982165803
333	0.2981985479
334	0.2981933094
335	0.2981834429
336	0.2981740852
337	0.2981597527
338	0.2981496792
339	0.2981399603
340	0.2981298231
341	0.2981133448
342	0.2981028853
343	0.2980920923
344	0.2980779909
345	0.2980617494
346	0.2980461699
347	0.2980316505
348	0.2980276531
349	0.2980165681
350	0.2980031243
351	0.2979912505
352	0.2979799402
353	0.2979609011
354	0.297947639
355	0.2979385531
356	0.2979254627
357	0.297913379
358	0.2979059517
359	0.2978880467
360	0.2978782335
361	0.2978746897
362	0.2978740686
363	0.2978735117
364	0.2978694172
365	0.2978595632
366	0.297850791
367	0.2978457371
368	0.2978328043
369	0.2978276767
370	0.2978142751
371	0.2978028492
372	0.2977910934
373	0.2977811605
374	0.2977707998
375	0.2977697011
376	0.2977618965
377	0.2977539598
378	0.2977399046
379	0.2977266388
380	0.2977161646
381	0.2977159569
382	0.2977159152
383	0.2977063148
384	0.2976923028
385	0.2976861217
386	0.2976743017
387	0.2976649072
388	0.2976561612
389	0.2976458218
390	0.2976415126
391	0.2976410628
392	0.297640728
393	0.2976406575
394	0.2976265893
395	0.2976100409
396	0.2975999955
397	0.2975865949
398	0.2975863126
399	0.2975793001
400	0.2975698348
401	0.2975627549
402	0.297552303
403	0.2975416026
404	0.2975336747
405	0.297533245
406	0.2975230783
407	0.2975230762
408	0.2975230648
409	0.2975230636
410	0.2975131157
411	0.2975023824
412	0.297491162
413	0.2974880952
414	0.297487995
415	0.2974742795
416	0.2974735692
417	0.297465301
418	0.2974623279
419	0.2974623153
420	0.2974541693
421	0.2974507764
422	0.2974507744
423	0.2974356701
424	0.2974255958
425	0.297420451
426	0.2974107237
427	0.2974002506
428	0.2973865026
429	0.297386501
430	0.2973803384
431	0.2973803236
432	0.2973771222
433	0.2973659955
434	0.2973543118
435	0.2973464352
436	0.2973346516
437	0.2973219778
438	0.2973089905
439	0.2973017588
440	0.2972860218
441	0.2972740814
442	0.2972648764
443	0.2972591273
444	0.2972496531
445	0.2972491667
446	0.2972337209
447	0.2972205991
448	0.2972119312
449	0.2971985393
450	0.2971909033
451	0.2971904922
452	0.297185124
453	0.2971846877
454	0.297171916
455	0.2971663689
456	0.2971531836
457	0.2971403619
458	0.2971403605
459	0.2971346315
460	0.2971205485
461	0.2971064339
462	0.2970947254
463	0.2970832562
464	0.2970796258
465	0.2970796258
466	0.2970775486
467	0.297066575
468	0.2970664927
469	0.2970596353
470	0.2970532265
471	0.2970435621
472	0.2970435618
473	0.297033497
474	0.2970318997
475	0.2970236371
476	0.2970101634
477	0.2970007314
478	0.2969963371
479	0.2969870543
480	0.2969865504
481	0.2969748643
482	0.2969661534
483	0.2969602443
484	0.2969563955
485	0.2969458921
486	0.2969349721
487	0.2969244622
488	0.2969142537
489	0.2969032124
490	0.2968911488
491	0.2968823829
492	0.296882382
493	0.2968808984
494	0.2968719299
495	0.2968623978
496	0.2968517376
497	0.2968410473
498	0.2968361789
499	0.2968274872
500	0.2968229741
501	0.2968123587
502	0.2968062072
503	0.2967932946
504	0.2967932867
505	0.2967828403
506	0.296771622
507	0.2967624511
508	0.2967533701
509	0.2967533688
510	0.2967449016
511	0.2967369737
512	0.2967264462
513	0.2967239781
514	0.2967185087
515	0.2967135358
516	0.2967078966
517	0.2967078889
518	0.2967001761
519	0.296693474
520	0.296692958
521	0.2966845765
522	0.2966734267
523	0.2966731361
524	0.2966633732
525	0.2966560873
526	0.2966517696
527	0.2966517135
528	0.2966490927
529	0.296638569
530	0.2966319521
531	0.2966300757
532	0.2966203087
533	0.2966074037
534	0.2965971055
535	0.2965852954
536	0.2965763395
537	0.2965660748
538	0.2965554308
539	0.2965524268
540	0.2965439976
541	0.2965362044
542	0.2965335047
543	0.2965221626
544	0.2965128239
545	0.2965052854
546	0.2964984014
547	0.2964981948
548	0.2964896307
549	0.2964806048
550	0.2964681339
551	0.2964555059
552	0.2964493971
553	0.2964395066
554	0.2964321268
555	0.2964209583
556	0.2964198209
557	0.296407432
558	0.2963994662
559	0.2963895296
560	0.2963799253
561	0.2963681958
562	0.2963570908
563	0.2963466314
564	0.2963466312
565	0.2963373261
566	0.2963281134
567	0.2963183825
568	0.2963183569
569	0.2963115595
570	0.2963040178
571	0.2962939205
572	0.2962828686
573	0.2962710736
574	0.2962643414
575	0.2962604973
576	0.2962520461
577	0.296243703
578	0.296233615
579	0.296225723
580	0.296224763
581	0.29621579
582	0.296209553
583	0.2962077683
584	0.2961954113
585	0.2961935544
586	0.2961883173
587	0.2961824909
588	0.2961730912
589	0.2961730887
590	0.2961624341
591	0.2961496047
592	0.2961465228
593	0.2961367955
594	0.2961263156
595	0.2961177625
596	0.2961102958
597	0.2960987053
598	0.2960980441
599	0.2960918409
600	0.2960832077
601	0.2960723324
602	0.2960623334
603	0.2960521385
604	0.2960499504
605	0.296046694
606	0.2960422426
607	0.2960412367
608	0.2960309978
609	0.296020756
610	0.2960186226
611	0.2960181543
612	0.2960177977
613	0.2960171898
614	0.2960119049
615	0.2960001051
616	0.2959997642
617	0.2959918706
618	0.2959918679
619	0.2959847791
620	0.2959789888
621	0.2959703995
622	0.2959618574
623	0.2959536203
624	0.2959447141
625	0.2959340494
626	0.2959265834
627	0.2959163151
628	0.2959159103
629	0.2959067445
630	0.2958965375
631	0.2958963643
632	0.2958870779
633	0.2958864822
634	0.2958782142
635	0.2958716634
636	0.2958652309
637	0.2958613292
638	0.2958544778
639	0.2958452247
640	0.295837598
641	0.2958375741
642	0.2958292223
643	0.2958212234
644	0.2958120345
645	0.29580963
646	0.2957963161
647	0.2957962416
648	0.2957864757
649	0.2957802564
650	0.2957759825
651	0.2957681237
652	0.2957571517
653	0.2957568643
654	0.2957545004
655	0.2957451566
656	0.2957366137
657	0.2957259623
658	0.2957259552
659	0.2957244677
660	0.2957129552
661	0.295702677
662	0.2956923533
663	0.2956904848
664	0.2956777253
665	0.2956773884
666	0.2956666774
667	0.2956584657
668	0.2956564727
669	0.2956506834
670	0.2956394682
671	0.2956312626
672	0.2956233415
673	0.2956206633
674	0.2956124359
675	0.2956114036
676	0.2956053522
677	0.2956052529
678	0.2955956338
679	0.295584481
680	0.2955808269
681	0.2955783444
682	0.2955685525
683	0.2955639581
684	0.2955636878
685	0.2955572938
686	0.2955504595
687	0.2955405435
688	0.2955320792
689	0.2955320029
690	0.2955291418
691	0.2955214377
692	0.2955114938
693	0.2955065363
694	0.2955026045
695	0.2954941615
696	0.2954844431
697	0.2954755236
698	0.2954613602
699	0.2954534708
700	0.2954472778
701	0.2954418084
702	0.2954319704
703	0.2954204601
704	0.2954102086
705	0.2954033957
706	0.2954014721
707	0.2953976588
708	0.2953889797
709	0.2953803264
710	0.2953702147
711	0.295364132
712	0.2953584993
713	0.2953492522
714	0.2953405907
715	0.295335345
716	0.2953266037
717	0.2953170214
718	0.295309984
719	0.2953038429
720	0.2952958136
721	0.2952932122
722	0.2952841419
723	0.2952839197
724	0.2952772163
725	0.2952730914
726	0.2952707731
727	0.2952707177
728	0.2952664398
729	0.2952663955
730	0.2952653998
731	0.2952630742
732	0.2952559057
733	0.2952479385
734	0.2952403854
735	0.2952401174
736	0.2952399045
737	0.2952375744
738	0.2952294671
739	0.2952213223
740	0.295217697
741	0.2952094237
742	0.2952092867
743	0.2951996185
744	0.2951957105
745	0.2951909241
746	0.2951829748
747	0.2951748573
748	0.2951659721
749	0.2951652882
750	0.2951581766
751	0.2951468313
752	0.2951363499
753	0.2951287711
