iter	Logloss
119	0.3027719819
120	0.3027310334
121	0.3026773512
122	0.3026451603
123	0.3026043101
124	0.3025603567
125	0.3025394523
126	0.3024978265
127	0.3024677171
128	0.3024428939
129	0.3024208629
130	0.3024085113
131	0.3023907701
132	0.3023566944
133	0.3023364638
134	0.3023143887
135	0.3022984115
136	0.3022713284
137	0.3022587955
138	0.3022379182
139	0.3022191497
140	0.3021911176
141	0.3021618061
142	0.3021497141
143	0.3021234347
144	0.3020780489
145	0.3020441616
146	0.3020245819
147	0.3019912027
148	0.3019769824
149	0.3019522109
150	0.3019146652
151	0.3018789656
152	0.3018627569
153	0.3018515422
154	0.3018341199
155	0.3018062545
156	0.3017684722
157	0.3017548077
158	0.3017321727
159	0.3017049845
160	0.3016725195
161	0.3016331416
162	0.3016064257
163	0.3015902316
164	0.3015775436
165	0.301551205
166	0.3015367028
167	0.3015101761
168	0.3014856258
169	0.3014830136
170	0.3014532441
171	0.3014339976
172	0.3014258536
173	0.3014133961
174	0.3014001778
175	0.3013859836
176	0.3013639806
177	0.3013369085
178	0.3013186123
179	0.3013074008
180	0.3012703755
181	0.3012526686
182	0.3012362328
183	0.3012224902
184	0.3011995194
185	0.3011748182
186	0.3011655569
187	0.3011524177
188	0.3011309904
189	0.3011191589
190	0.301085006
191	0.3010485174
192	0.3010276325
193	0.3010109454
194	0.3009959369
195	0.3009854874
196	0.3009618224
197	0.3009519918
198	0.3009419357
199	0.3009176522
200	0.3009014782
201	0.3008782652
202	0.3008679914
203	0.3008429854
204	0.3008209462
205	0.3008070414
206	0.3007833977
207	0.3007665134
208	0.3007494236
209	0.3007422099
210	0.3007174192
211	0.3007027145
212	0.3006896258
213	0.300675065
214	0.3006621036
215	0.3006378064
216	0.3006303315
217	0.3006223915
218	0.3006125318
219	0.3005834094
220	0.3005557039
221	0.3005328721
222	0.3005255228
223	0.3005163213
224	0.3004950891
225	0.3004868589
226	0.3004697826
227	0.3004587101
228	0.3004364657
229	0.3004269405
230	0.3004104547
231	0.3004035724
232	0.3003861686
233	0.3003825653
234	0.3003641068
235	0.3003441424
236	0.3003348815
237	0.300322848
238	0.3003070194
239	0.3002803916
240	0.3002614682
241	0.300230313
242	0.3002207132
243	0.300195185
244	0.3001768869
245	0.3001609022
246	0.3001609022
247	0.3001507685
248	0.300135209
249	0.3001238869
250	0.3001185846
251	0.3001036152
252	0.3000828197
253	0.3000740748
254	0.300065194
255	0.3000507328
256	0.3000412356
257	0.3000384191
258	0.3000252059
259	0.3000118402
260	0.2999999442
261	0.299984356
262	0.2999731135
263	0.2999648575
264	0.2999476184
265	0.2999303581
266	0.2999062477
267	0.2998722705
268	0.2998636319
269	0.2998523056
270	0.2998213953
271	0.2998171001
272	0.2998048991
273	0.2997951622
274	0.2997645426
275	0.2997385239
276	0.2997266464
277	0.2997113242
278	0.299686874
279	0.2996658984
280	0.2996622423
281	0.2996401453
282	0.2996296798
283	0.2996221019
284	0.2996122104
285	0.299586457
286	0.2995786436
287	0.2995559081
288	0.2995369774
289	0.2995322831
290	0.299503836
291	0.2994882571
292	0.2994772546
293	0.299458767
294	0.2994415029
295	0.2994307484
296	0.2994053084
297	0.2993910418
298	0.2993625378
299	0.2993483921
300	0.2993397532
301	0.2993103368
302	0.2992919294
303	0.2992695298
304	0.2992547203
305	0.2992331352
306	0.2992045882
307	0.2991945816
308	0.2991813653
309	0.2991619422
310	0.2991388302
311	0.2991204967
312	0.2991020139
313	0.2990851988
314	0.2990745259
315	0.299065553
316	0.2990578222
317	0.2990504874
318	0.2990304787
319	0.2990150676
320	0.2990054189
321	0.2989872447
322	0.298979357
323	0.2989669135
324	0.2989511659
325	0.2989303238
326	0.2989182316
327	0.2988984112
328	0.2988861476
329	0.2988755933
330	0.2988605557
331	0.2988418856
332	0.298826873
333	0.2988204562
334	0.2988120028
335	0.2987947287
336	0.2987872798
337	0.2987795536
338	0.2987688193
339	0.2987564084
340	0.2987428166
341	0.2987364531
342	0.2987176602
343	0.2987111032
344	0.2987046711
345	0.2986950994
346	0.2986837213
347	0.2986712934
348	0.2986657576
349	0.2986583018
350	0.2986477527
351	0.2986339207
352	0.2986115826
353	0.298604779
354	0.2985898062
355	0.2985723591
356	0.2985621895
357	0.2985510306
358	0.298544727
359	0.2985358493
360	0.298530689
361	0.2985195621
362	0.2985059723
363	0.2985040128
364	0.2984944321
365	0.2984768677
366	0.2984680822
367	0.2984595502
368	0.2984393176
369	0.2984251206
370	0.2984158007
371	0.2984025229
372	0.2983933912
373	0.2983878746
374	0.2983699073
375	0.2983543789
376	0.2983416981
377	0.2983349869
378	0.2983327654
379	0.2983255999
380	0.2983169104
381	0.2983095504
382	0.298302852
383	0.2982890682
384	0.2982767189
385	0.2982617335
386	0.2982505228
387	0.2982495805
388	0.2982397016
389	0.298238853
390	0.2982254537
391	0.2982128633
392	0.2981976191
393	0.2981887906
394	0.2981762513
395	0.2981696944
396	0.2981522728
397	0.2981415104
398	0.2981332979
399	0.2981245642
400	0.2981158763
401	0.2981118794
402	0.2981019705
403	0.2980940082
404	0.2980829153
405	0.298070153
406	0.2980600189
407	0.2980460304
408	0.2980350574
409	0.2980216216
410	0.2980115373
411	0.2979988122
412	0.2979892476
413	0.297981324
414	0.2979711317
415	0.2979642598
416	0.2979547571
417	0.2979533501
418	0.2979514763
419	0.2979445958
420	0.2979375822
421	0.2979325286
422	0.2979176309
423	0.2979077243
424	0.2978998156
425	0.2978926608
426	0.2978873554
427	0.2978797675
428	0.2978775728
429	0.2978653209
430	0.2978503454
431	0.2978412616
432	0.2978314182
433	0.2978210639
434	0.2978101074
435	0.297802278
436	0.2977918562
437	0.2977891716
438	0.2977801174
439	0.2977677669
440	0.2977660797
441	0.2977588143
442	0.2977479277
443	0.2977346329
444	0.2977211022
445	0.2977166874
446	0.2977154978
447	0.2977028404
448	0.2976982746
449	0.2976961879
450	0.2976838212
451	0.297675404
452	0.2976735915
453	0.2976657121
454	0.2976547927
455	0.2976433691
456	0.297627906
457	0.2976160402
458	0.297604961
459	0.2975928125
460	0.2975825387
461	0.297572273
462	0.297565926
463	0.297555207
464	0.2975489781
465	0.2975451668
466	0.2975357561
467	0.2975303014
468	0.2975238248
469	0.2975159865
470	0.2975140076
471	0.2975047717
472	0.2975011937
473	0.2974919763
474	0.2974870093
475	0.2974827984
476	0.2974791716
477	0.2974686946
478	0.2974624705
479	0.2974557289
480	0.2974548147
481	0.2974476883
482	0.2974422063
483	0.2974304687
484	0.2974200568
485	0.2974109905
486	0.2974051278
487	0.2973933401
488	0.2973809168
489	0.2973730417
490	0.2973672361
491	0.2973603501
492	0.2973586989
493	0.2973523009
494	0.2973430074
495	0.2973359871
496	0.2973280006
497	0.297320238
498	0.2973135146
499	0.2973085611
